id,avatar,posts,followers,likes,engagement_rate
40731,shugarysweets,4.1K,83.9K,4.15K,2
40732,wetvindia,1.4K,83.9K,1.36K,6
40733,aspictures,2K,83.9K,2.03K,2.7
40734,nora_nedkova,405,83.9K,405,3.8
40735,mwaj_ahmed,324,83.9K,324,2.6
40736,danifernandesmodeladores,197,83.9K,197,1
40737,addresshotels,1.2K,83.9K,1.23K,0.3
40738,beauty____dz__,57,83.9K,1,0
40739,chrishoiberg,598,83.9K,598,1.6
40740,3ooo_,544,83.9K,544,3.2
40741,la_campora,675,83.9K,675,3.6
40742,mindymhatch,0.9K,83.9K,0.91K,2.1
40743,omorovicza,2K,83.9K,2K,0.4
40744,aftabshaikh85,2.4K,83.9K,2.43K,0.8
40745,phetfit,808,83.9K,808,0.6
40746,mvoofficial,574,83.9K,574,8.7
40747,arcticarmy,367,83.9K,367,0.3
40748,pupsheart,647,83.9K,647,1.2
40749,shaepulver,363,83.9K,363,1.1
40750,rnmrtnangls,83,83.9K,83,19.6
40751,shreyasharma24,527,83.9K,527,2.4
40752,varunaaron77,83,83.9K,83,8
40753,mytravelaffairs,526,83.9K,526,5.8
40754,coffeetoast2,842,83.9K,842,4
40755,algebramuscle,18.2K,83.9K,18.16K,0.4
40756,furtunaskin,555,83.9K,555,0.3
40757,paworiginal,3.8K,83.9K,3.83K,0.6
40758,zootopiadisney,327,83.9K,327,2.8
40759,darklo,81,83.9K,81,7
40760,hotelesencia,1.4K,83.9K,1.37K,1.6
40761,zeriano,1.7K,83.9K,1.70K,3.3
40762,gemwire.gg,434,83.9K,434,10.9
40763,theocochrane,1.4K,83.9K,1.35K,2.5
40764,lovedoes,1.8K,83.9K,1.82K,0.6
40765,tahoenorth,4.1K,83.9K,4.09K,2.2
40766,maxmade,3.3K,83.9K,3.32K,1.8
40767,norwaytravelers,899,83.9K,899,1.9
40768,tessguinery,3.3K,83.9K,3.28K,1.6
40769,ikeaschweiz,1.2K,83.9K,1.19K,0.6
40770,meme_katta,2.5K,83.9K,2.51K,2.4
40771,fluxofficial,169,83.9K,169,3.7
40772,aiishopmedann,7K,83.8K,1,0
40773,ifbb_broku,3.8K,83.8K,3.81K,2.2
40774,niji_varghese,72,83.8K,72,0.5
40775,iamseeken,73,83.8K,73,4.1
40776,samsungmagyarorszag,2.5K,83.8K,2.47K,0.8
40777,gng_makeupartistry,0.9K,83.8K,0.93K,4
40778,sepet_bikestop,3.4K,83.8K,3.45K,0.5
40779,3esheq_official,1.9K,83.8K,1.94K,0.3
40780,sanctuaryclothing,2.8K,83.8K,2.79K,0.1
40781,stilllife_perfection,4.8K,83.8K,4.77K,2.3
40782,adidas_al,2.7K,83.8K,2.69K,0.2
40783,slssouthbeach,2.3K,83.8K,2.31K,0.2
40784,menclub,4.6K,83.8K,4.62K,0.9
40785,crazy_gamete,186,83.8K,186,3.2
40786,akramninho14,59,83.8K,59,4.2
40787,mansionisti,4K,1.4M,4.04K,0.5
40788,sheriffayed,1.2K,1.4M,1.24K,1.6
40789,_recetas_sanas,9.3K,1.4M,9.34K,0.3
40790,stuktv,2.6K,1.4M,2.57K,1.8
40791,polinamax,2K,1.4M,2K,2
40792,elonofficiall,235,1.4M,235,1.2
40793,iamkirtikulhari,0.9K,1.4M,0.90K,2.7
40794,marlohampton,3.8K,1.4M,3.83K,1.6
40795,samcurran58,406,1.4M,406,23.8
40796,jason_mraz,1.9K,1.4M,1.89K,0.4
40797,swaamiramdev,1.7K,1.4M,1.69K,1.3
40798,andovidalopez,2.5K,1.4M,2.49K,2.3
40799,afraannisho,2.3K,1.4M,2.32K,0.9
40800,linustech,3.9K,1.4M,3.93K,2.8
40801,cartoonnetworkbrasil,2.1K,1.4M,2.09K,1
40802,dreadmari,1.6K,1.4M,1.55K,3.9
40803,netflixfamily,1.9K,1.4M,1.90K,1
40804,planblive,2.5K,1.4M,2.51K,0.6
40805,mahoganylox,3.9K,1.4M,3.93K,0.3
40806,mcmmoficial,1.4K,1.4M,1.44K,0.1
40807,dabi_tina,218,1.4M,218,12.1
40808,sunnyboyyy,1.6K,1.4M,1.57K,2
40809,tiagotanti,162,1.4M,162,4.9
40810,hestipurwadinata,2.3K,1.4M,2.32K,1.9
40811,mateus,899,1.4M,899,3.5
40812,metrotv,30.9K,1.4M,30.89K,0
40813,lolesports,3.3K,1.4M,3.34K,1.9
40814,bonniestrange,5.9K,1.4M,5.95K,2
40815,jordiielias,1K,887.9K,1.03K,1.7
40816,russo_federico,30,887.9K,30,6.5
40817,hawar11,702,887.6K,702,1.7
40818,alejandragomezb,1.3K,887.5K,1.31K,1.5
40819,jesser,626,887.3K,626,10.4
40820,gshock_casio_official,1.2K,887.3K,1.23K,0.8
40821,hotnewhiphop,11.2K,887.2K,11.23K,0.1
40822,priyankaamohanofficial,130,887.1K,130,29.5
40823,farmhousefanatics,2.4K,887K,2.43K,1.1
40824,bassjackers,2K,886.9K,2.03K,0.5
40825,morgz,352,886.8K,352,6.4
40826,henrikaau,1.4K,886.5K,1.45K,1.5
40827,toei_animation,2K,886.5K,2.02K,1.3
40828,felix_lobrecht,207,886.4K,207,13.1
40829,mrbowofficial,18.3K,886.4K,18.32K,0.1
40830,shaycarl,2.3K,886.3K,2.33K,2.3
40831,mimipabon,7.1K,886.3K,7.08K,3.2
40832,bcbgmaxazria,5.3K,886.3K,5.31K,0.1
40833,magnoliabakery,2.6K,886.1K,2.63K,1.4
40834,ifurnholic,36.1K,886K,36.10K,0.1
40835,doctaneja,1.3K,886K,1.31K,0.3
40836,reda_city16,1.3K,885.9K,1.25K,0.8
40837,monickcamargo,1.3K,885.8K,1.33K,0.3
40838,adtr,1.7K,885.8K,1.68K,2.2
40839,intothegloss,3.3K,885.7K,3.27K,0.4
40840,unathi.co,8.1K,885.7K,8.12K,1.4
40841,coded4x4,254,885.6K,254,0.7
40842,tsn_official,31.7K,885.5K,31.66K,1.1
40843,agathesorlet,1.5K,885.4K,1.45K,4.9
40844,cenktosun14,396,885.4K,396,10.6
40845,jayden,665,885.4K,665,9
40846,indg0,1.3K,885.4K,1.35K,5.2
40847,gabbybernstein,9.8K,885.3K,9.78K,0.9
40848,sayyodcom,12K,885.3K,11.96K,0.4
40849,brandochiesa,197,885.3K,197,9.2
40850,sriya_reddy,1K,885.2K,1K,0.4
40851,iammikeeagustin,1.5K,885K,1.50K,2.1
40852,nickycosmeticsparis,124,268K,124,0.3
40853,ghanaian_artists,5.8K,268K,5.83K,1.5
40854,michelejaliene,784,268K,784,2.3
40855,heroinejournal,3.8K,267.9K,3.79K,1.7
40856,magnopancho,783,267.9K,783,2
40857,rad,3.1K,267.9K,3.12K,0
40858,hbo_es,4K,267.9K,3.95K,0.4
40859,meltemcumbulofficial,337,267.9K,337,2.2
40860,koasmith,1.7K,267.9K,1.74K,2.9
40861,direklauren,308,267.9K,308,1.3
40862,lucyswhims,2.5K,267.8K,2.53K,0.7
40863,rcdespanyol,5.7K,267.8K,5.65K,0.9
40864,raquelrileythomas,1.2K,267.8K,1.25K,0.4
40865,blackpassportstamps,1.4K,267.8K,1.43K,2.9
40866,flanz930,1.1K,86K,1.06K,2.8
40867,togetherwerise,1.7K,86K,1.71K,2.2
40868,femme.kabyle,2.3K,86K,2.27K,1.3
40869,fittuber,393,267.8K,393,7.3
40870,starboy_hq,3.4K,267.8K,3.41K,0.5
40871,bymalenebirger,259,267.8K,259,0.4
40872,theofficiallouferrigno,761,267.8K,761,2.6
40873,dennysdiner,708,267.8K,708,1.4
40874,jovenscristaos_,1.1K,267.8K,1.09K,0.8
40875,kauetomazelli,57,267.8K,57,4.1
40876,lilmeechbmf,15,267.7K,15,10.3
40877,haydos_pedersen,364,267.7K,364,12.1
40878,easypainrelief,527,267.7K,527,1.2
40879,_rohittt_09,94,267.7K,94,0.2
40880,sharegrid,1.9K,86K,1.92K,0.9
40881,ccmgoalie,684,86K,684,4.6
40882,makandisemarang,3.1K,86K,3.07K,0.3
40883,nectarsunglasses,2.8K,86K,2.78K,0.1
40884,postmakerapp,221,86K,221,1
40885,elion_ang,206,86K,206,2.8
40886,gozambabar,1.5K,86K,1.53K,0.2
40887,youngleosia,134,86K,134,22.6
40888,bigfris,144,85K,144,2.5
40889,alisonkrauss,68,85K,68,3.4
40890,labfleibor,526,85K,526,1.3
40891,ttdeye,4K,85K,4.03K,0.2
40892,austinfaani,298,85K,298,1.6
40893,jj_mobile_world,513,267.7K,513,1.8
40894,foodfoodtv,2.3K,267.7K,2.26K,0.2
40895,kadyrooova,49,267.7K,49,3.4
40896,smokeandfireofficial,718,267.7K,718,1.3
40897,eugeniasamara,1.3K,267.7K,1.29K,3.7
40898,6.30pm,62,267.7K,62,1.3
40899,phoinahaircollection,2.7K,267.7K,2.74K,1.1
40900,actoryemisolade,2.1K,267.7K,2.15K,0.2
40901,awilolongomba,280,267.6K,280,1
40902,ayobekasi,7.8K,86K,7.79K,0.4
40903,troy,878,86K,878,2.7
40904,franzi110394,290,86K,290,16.4
40905,anushaswamy,2K,86K,1.95K,5.5
40906,tooyoungtowed,583,86K,583,1
40907,moeelhady,490,86K,490,6.9
40908,glamtechstevent,667,86K,667,3.9
40909,foragerproject,1.2K,86K,1.22K,3.6
40910,anoopmenoninclusive,529,86K,529,2
40911,capoeiralegadonegro,3.3K,86K,3.31K,3.1
40912,publinewsguatemala,2K,86K,2.03K,0.1
40913,celine.lens,1.6K,85K,1.56K,1
40914,lanagrossa,2.8K,85K,2.79K,1.8
40915,onlyhuman,2.5K,85K,2.50K,0.6
40916,junglejuice40,136.8K,85K,1,0
40917,club_de_fans_guillermodavila,3.9K,85K,3.86K,0.8
40918,necro_noir,763,85K,763,2.7
40919,paperprettyink,1K,85K,1.02K,4.8
40920,bywater725,470,85K,470,5.4
40921,zubairsartaj7171,251,85K,251,5
40922,saxonkent,208,85K,208,4.7
40923,saniderm,5.1K,85K,5.11K,0.4
40924,heroaca_insta,763,267.6K,763,16.2
40925,lifeplus_h,881,267.6K,881,0.3
40926,cosmickitty143,146,267.6K,146,9.1
40927,selfinafilah,2.6K,267.6K,2.63K,0.1
40928,satisfashionbysn,3.5K,267.6K,3.48K,1.4
40929,mahmutorhan,588,267.6K,588,6.1
40930,ada.africa,1.5K,267.6K,1,0
40931,alexmangaoficial,2.4K,267.6K,2.39K,0.5
40932,oldmagicmovie,1.2K,267.6K,1.24K,2.5
40933,notsomumsy,2.6K,267.6K,2.62K,1.7
40934,american_muscle_mustangs,6.4K,267.6K,6.39K,0.8
40935,dbilique,3.6K,86K,3.60K,0.2
40936,pedro.abrunhosa,613,86K,613,2.3
40937,uiowa,1.6K,86K,1.61K,3.7
40938,arishfakhan1313,368,86K,368,0.4
40939,depressed_darth,6.2K,85.9K,6.15K,4.5
40940,studenteinansia,814,85.9K,814,8.6
40941,contamina_ba,1.2K,85.9K,1.15K,0.2
40942,dhora_india,2.3K,85.9K,2.26K,0.5
40943,craigstephensart,2.4K,85.9K,2.40K,4.4
40944,_adobeillustrator_,121,85.9K,121,3.7
40945,hosbjerg_,2.6K,85.9K,2.57K,0.7
40946,tati_lovelife,88,85.9K,1,0
40947,inlovemag,1.2K,85.9K,1.23K,0
40948,amir_malul,180,267.6K,180,6.3
40949,afarmedia,6.5K,267.6K,6.49K,0.4
40950,laribasilio,211,267.6K,211,5.1
40951,coproom,2.3K,267.6K,2.29K,1.4
40952,nickalmart,524,267.5K,524,4.6
40953,umi_yuni_syahla_aceh,1.3K,267.5K,1.33K,0.4
40954,sold_a_telly,1.7K,267.5K,1,0
40955,tottenhamhotspurstadium,595,267.5K,595,2.6
40956,insta.bollywood,5.2K,267.5K,5.15K,0.1
40957,favoritefamilyrecipes,4.3K,85K,4.33K,0.2
40958,swargahun_sundar_aamch_kokan,4.4K,84.9K,4.41K,2.3
40959,realoviedo,9K,84.9K,8.99K,1.3
40960,amor_electro_oficial,1.1K,84.9K,1.05K,2.5
40961,vedantu_learns,1.2K,84.9K,1.16K,0.5
40962,emmysquaredpizza,1K,84.9K,0.96K,1
40963,_k_08_0,436,84.9K,436,0.9
40964,abudhabimedia,2.5K,84.9K,2.45K,0.1
40965,celebrities_arabs1,3K,84.9K,2.99K,0.5
40966,dalobucaram08,19,84.9K,19,3.1
40967,gemtechsuppressors,2.8K,85.9K,2.81K,1.1
40968,priya_naidu0422,804,85.9K,804,1.4
40969,eindraw,552,85.9K,552,3.5
40970,iyanaladuke,360,85.9K,360,0.4
40971,nafphotographystudio,2.6K,85.9K,2.65K,0.3
40972,nuts_about_wildlife,8K,85.9K,8.04K,1.5
40973,calvinmyanmareats,479,85.9K,479,1.3
40974,queenie_abelle,697,85.9K,697,2.3
40975,gala_magazin,6.9K,267.5K,6.92K,0.4
40976,arkadi_777,4.1K,267.4K,4.14K,0.8
40977,pilotstuff,5.2K,267.4K,5.23K,1.4
40978,bhavnabhardwaj13,169,267.4K,169,3.6
40979,luxuryforprincess,10.5K,267.4K,10.45K,0.2
40980,greenchef,2.2K,267.4K,2.23K,0.1
40981,thea_gs,379,267.4K,379,13
40982,babyshop,3.4K,267.4K,3.40K,0.3
40983,abc2020,3.6K,267.4K,3.56K,0.2
40984,disa.desai.500,0.9K,84.9K,0.92K,5.8
40985,jasmindangodra,811,84.9K,811,3.4
40986,los_pericos,1.4K,84.9K,1.39K,1.3
40987,sumutscenery,2.8K,84.9K,2.83K,1.4
40988,alyssalkatiri,492,84.9K,492,2.7
40989,rinnyriot,527,84.9K,527,7.9
40990,jatinahuja_official,888,84.9K,888,9.5
40991,prathapgtech,621,84.9K,621,13.2
40992,immolation_band,1.5K,84.9K,1.45K,1.4
40993,lolo_creativ,672,84.9K,672,2.5
40994,nobroker,2.8K,84.9K,2.80K,1.1
40995,pastel_parrots,639,84.9K,639,2.6
40996,illustramanda,555,85.9K,555,5.3
40997,gobind_singh_007,522,85.9K,522,1.2
40998,editienl,9.3K,85.9K,9.25K,0.3
40999,coleccion_gomez,1.7K,85.9K,1.72K,5.1
41000,breshbandicoot,51,85.9K,51,22.2
41001,indianstockmarketguide,520,85.9K,520,4.7
41002,11yke,166,85.9K,166,3.9
41003,tempebarstool,2.7K,85.9K,2.66K,6.3
41004,kpopdancecover_id,3.6K,85.9K,3.63K,0.6
41005,drummondlacerda,2.6K,85.9K,2.64K,3.5
41006,oxfordsummercourses,2.6K,84.9K,1,0.1
41007,marceliinsta,340,84.9K,340,12.2
41008,canaltro,7.6K,84.9K,7.60K,0.1
41009,mr.moncina,399,84.9K,399,4.9
41010,jk24x7news,17.6K,84.9K,1,0
41011,tobakuonline,5.4K,84.9K,5.40K,0
41012,nooshinariyana68,84,84.9K,84,9.5
41013,logosupplies,1.6K,84.9K,1.64K,0.5
41014,funkybuddhabrew,3.1K,84.9K,3.08K,0.2
41015,001_teen,170,84.9K,170,1
41016,amiralimk,1.4K,84.9K,1.44K,5
41017,mister_bursucu,363,84.9K,363,5.2
41018,wisatakulinerbekasi,2K,84.9K,1.96K,0.2
41019,bandungfoodies,4.3K,84.9K,4.33K,0.1
41020,elonielopes,127,84.9K,127,5.4
41021,dewii.veg,519,84.9K,519,11.5
41022,maviccycling,1.3K,267.4K,1.33K,1.1
41023,futbol.argento_,14K,267.4K,1,0
41024,nordic_chefs,2.8K,267.4K,2.78K,0.5
41025,marijanabatinic,2K,267.3K,2K,2.3
41026,usa_weightlifting,4.5K,267.3K,4.51K,0.2
41027,sagaftra,3K,267.3K,2.96K,0.2
41028,luca_rubinacci,2K,267.3K,2.01K,1.6
41029,seventeenbandid,1.6K,267.3K,1.55K,0.3
41030,worldofcoffeeofficial,2.7K,267.3K,2.71K,0.5
41031,0scarpettersson,203,85.9K,203,5.3
41032,ranchovalerico,1.5K,85.9K,1.49K,0.6
41033,iwouldtravelthere,3.6K,85.9K,3.64K,1.3
41034,dora_makrygianni,360,85.9K,360,17.3
41035,shikha_siri,610,85.9K,610,1.3
41036,auautomotives,1.4K,85.9K,1.41K,3
41037,feriapurodiseno,2.1K,85.9K,2.08K,0.2
41038,turistandoemminas,1.9K,85.9K,1.86K,3.2
41039,muptela_yayinlari,8.5K,85.9K,8.46K,0.2
41040,diogobataguas,59,85.9K,59,13.8
41041,delmospeed,2.1K,85.9K,2.12K,3
41042,sanjukta_dutta_,1.9K,85.9K,1.94K,1.8
41043,lacelab,4.2K,85.9K,4.24K,0.4
41044,kalmone,833,85.9K,833,2.5
41045,fitnessfirstme,4.1K,85.9K,4.07K,0.4
41046,saturdaysmag,204,85.9K,204,4.4
41047,arianne,5.5K,267.3K,5.47K,1.2
41048,pureveganfood,3.5K,267.3K,3.47K,0.9
41049,mindefesa,809,267.3K,809,1.2
41050,storm,4.4K,267.3K,4.37K,4.5
41051,edgar_kaminskyi,3.3K,267.3K,3.25K,2
41052,fashionesta_013,2.8K,267.3K,2.80K,1.5
41053,xxokohakxx,4.6K,267.3K,4.58K,2
41054,orientwatch,3.1K,267.3K,3.13K,0.7
41055,jajakaxivangunawan,278,267.3K,278,0
41056,juliamedina,27,267.3K,27,11.1
41057,carolinedasylva_official,297,267.2K,297,0.8
41058,ifbb_elitepro_michal_krizo,0.9K,267.2K,0.92K,1.9
41059,dilofuerteperu,502,267.2K,502,3.1
41060,larecetacbd,824,267.2K,824,0.1
41061,bestbronze,3.3K,267.2K,3.29K,0.1
41062,star_pravah,11.1K,267.2K,11.08K,0.9
41063,lhcalligraphy,5.5K,267.2K,5.46K,0.1
41064,sheetalhooda0008,1.6K,267.2K,1.62K,2.1
41065,joakimi,634,267.2K,634,16.9
41066,info.lokerbandungjabar,10.7K,267.2K,10.72K,0.2
41067,lagacetatucuman,9.7K,267.2K,9.68K,1
41068,eleconomistaes,3.8K,85.9K,3.78K,0.4
41069,nataliastefaniass,2.3K,85.9K,2.31K,2.1
41070,samahwahbe,2.2K,85.9K,2.16K,3
41071,angelobaque,819,85.9K,819,2.6
41072,caymanjason,1.1K,85.9K,1.14K,2.5
41073,roompot,1.5K,85.9K,1.52K,2.6
41074,throughmypinkwindow,1.1K,85.9K,1.08K,1.1
41075,pari.mommy,570,85.9K,570,3.4
41076,honeymoonvillas,1.8K,85.9K,1.84K,0.1
41077,freundship,1.1K,84.9K,1.08K,3.6
41078,raja_mumbaicha,1.3K,84.9K,1.28K,4.3
41079,disneyland_celebs,1.6K,84.9K,1.62K,3.3
41080,sneakerdreamnl,5.3K,84.9K,5.32K,0.9
41081,booksandbooks,3.3K,84.9K,3.28K,0.6
41082,liza_beauty_course,1.7K,84.9K,1.66K,0.2
41083,ehsan_lashgari,154,84.9K,154,5.7
41084,kathakali_bhattacharya,1K,84.9K,1K,1.5
41085,iswechchha,307,84.9K,307,2.9
41086,kiingrod,12,85.8K,12,17.2
41087,englewoodbarbie,15.2K,85.8K,15.20K,2.8
41088,talagaco,196,85.8K,196,1.1
41089,radkabartunkova,1.6K,85.8K,1.58K,4.2
41090,mathuravrindavanpackage,628,85.8K,628,5.2
41091,froukjedeboth,1.4K,85.8K,1.45K,2.1
41092,myfashionbreak,2.4K,85.8K,2.45K,1.9
41093,oktasiska_makeup,1.3K,85.8K,1.28K,1
41094,cosmosrevealed,1.8K,85.8K,1.83K,4.8
41095,drivenbydecor,1.5K,267.2K,1.52K,1.8
41096,lime_official,3.1K,267.2K,3.08K,0.9
41097,theblurtfoundation,2.5K,267.1K,2.52K,0.6
41098,sisiuruguay,1.8K,267.1K,1.79K,0.4
41099,djulajewelry,4.3K,267.1K,4.28K,0.2
41100,kovaicollections,30.3K,267.1K,1,0
41101,antonis_leiv,250,267.1K,250,1.9
41102,omakimchi,1.2K,84.9K,1.16K,0.7
41103,glownetflix,252,84.9K,252,6.2
41104,selectshopframe,4.2K,84.9K,4.22K,0.1
41105,iheartrudyfashionpage,4.5K,84.9K,4.46K,0.2
41106,neslimusic,186,84.9K,186,3.7
41107,maor_zaguri,0.9K,84.9K,0.90K,3.7
41108,nayaalandaloss,137,84.9K,137,5.2
41109,guri.sidhu_0145,1.2K,84.9K,1.22K,0.7
41110,reduts_py,24.3K,84.9K,24.30K,0
41111,_dola_quilling,868,84.9K,868,1
41112,theisabellaferreira,54,84.9K,54,20.8
41113,ippocampoedizioni,2.7K,84.8K,2.72K,0.5
41114,360motoringcalicut,0.9K,84.8K,0.90K,1.9
41115,navhappy_bhullar0746,453,84.8K,453,4.6
41116,hadeerkhalil_,317,84.8K,317,0.7
41117,stickstay.se,2.4K,84.8K,2.40K,0.3
41118,yunnyta_tjong,2.4K,84.8K,2.39K,0.3
41119,andriellicosta,655,84.8K,655,2.6
41120,jaysredtacos,352,85.8K,352,2.6
41121,wealthlab,208,85.8K,208,0.1
41122,makeupbyjovanka,3.2K,85.8K,3.16K,0.9
41123,bikutukombin,329,85.8K,329,0.2
41124,fenwickofficial,5.3K,85.8K,5.27K,0.5
41125,wandererstravelco,3.3K,85.8K,3.33K,0.2
41126,the.jiiins,8.7K,85.8K,8.67K,4.8
41127,aquietplacemovie,45,85.8K,45,8.1
41128,chakkapazham_fans_club,1.1K,85.8K,1.13K,2.6
41129,sipsmith,732,85.8K,732,0.8
41130,activosmillonarioss,853,85.8K,853,0.8
41131,nvidiageforceid,2.1K,85.8K,2.12K,0.4
41132,memysmoothiesandlife,1.5K,85.8K,1.52K,1.4
41133,nagarey,587,84.8K,587,0.4
41134,hanagrabkova,1.3K,84.8K,1.27K,3.2
41135,ganhuyag,1.7K,84.8K,1.68K,0.7
41136,ilyashiyanofficial,586,84.8K,586,2.3
41137,vlccin,2.9K,84.8K,2.88K,0.1
41138,quadrastores,4.1K,84.8K,4.05K,0.3
41139,masteronlinecommunity,179,84.8K,179,0.3
41140,maya_butikevi,23.4K,84.8K,1,0
41141,iamefaiwara,2K,84.8K,1.97K,5
41142,ilzaponko,222,84.8K,222,5.7
41143,flowers_word_,509,84.8K,509,1.3
41144,rotita_official,1.1K,84.8K,1.07K,0.1
41145,gregoryrussellhair,1.7K,84.8K,1.65K,1.9
41146,liemessa,1.4K,84.8K,1.44K,1.5
41147,kalaiartistry,841,84.8K,841,0.5
41148,padangfoodgram,4.2K,84.8K,4.23K,0.4
41149,thebebrand,3.4K,84.8K,3.39K,3.6
41150,yvesrocherdeutschland,1.5K,84.8K,1.46K,1.7
41151,iammikaze,1.2K,84.8K,1.25K,2
41152,interiorhints,1.8K,891K,1.82K,0.5
41153,btwpakistan,5.2K,890.9K,5.21K,0.1
41154,ancientcosmetics,312,890.9K,312,0.4
41155,dejavushoes,3.3K,890.8K,3.27K,0.2
41156,mia.ahm4d,472,890.7K,472,2.1
41157,sallyabdalsalam,3K,890.5K,3.01K,0.3
41158,marinettedesigned,89,890.4K,89,25.6
41159,marcusjohns,1.8K,890.3K,1.76K,5.2
41160,prarbdha_batwal,477,890.3K,477,2.5
41161,harryhudson,67,890.3K,67,5.6
41162,louyanong,622,890.1K,622,2.8
41163,thisislany,655,890.1K,655,10.4
41164,forkingandcountry,3.1K,889.9K,3.11K,2.7
41165,nogoumfm,6.9K,889.9K,6.85K,0
41166,riamiranda,2.6K,889.8K,2.59K,0.2
41167,bambamtuivasa,145,889.7K,145,2.7
41168,rafuchooficial,241,889.7K,241,1
41169,havvanin_mutfagindan,2.5K,889.6K,2.50K,0.3
41170,emano_sweeta,5.8K,889.6K,1,0
41171,mcedopikin,1.7K,889.5K,1.68K,0.9
41172,salmanyusuffkhan,1.9K,889.5K,1.92K,2.3
41173,pactodenovios,522,889.5K,522,0.5
41174,f6aami23,3K,889.4K,3.01K,0.1
41175,rileyduckman,696,889.4K,696,7.7
41176,lucasspadafora,190,889.3K,190,6.5
41177,vaddagrewal,4.1K,889.3K,4.08K,1.3
41178,kitabisacom,4.3K,889.2K,4.34K,0.3
41179,saulooficial,3.3K,889.2K,3.30K,2.7
41180,kalkifashion,5.7K,889.2K,5.72K,0.3
41181,offspring,3.1K,889.1K,3.09K,0.8
41182,ivanduquemarquez,3.6K,889K,3.57K,1
41183,la_leovarela,1.3K,888.9K,1.35K,1.4
41184,amysedaris,7.6K,888.7K,7.58K,3.1
41185,ppteamkoco,117,888.7K,117,3.3
41186,aminusaira,640,888.7K,640,0.8
41187,alikrieger,1K,888.6K,1.01K,4.5
41188,bezbeksy,881,888.6K,881,2.4
41189,elcitizen1,1.3K,888.3K,1.27K,0.3
41190,venuzei,1.5K,888.3K,1.47K,1.3
41191,coleen_rooney,475,888.2K,475,1.3
41192,mat_dan1,1.6K,888.1K,1.57K,0.8
41193,sudhirshivaram,1.8K,888K,1.85K,1.4
41194,flanz930,1.1K,86K,1.06K,2.8
41195,togetherwerise,1.7K,86K,1.71K,2.2
41196,femme.kabyle,2.3K,86K,2.27K,1.3
41197,sharegrid,1.9K,86K,1.92K,0.9
41198,ccmgoalie,684,86K,684,4.6
41199,makandisemarang,3.1K,86K,3.07K,0.3
41200,nectarsunglasses,2.8K,86K,2.78K,0.1
41201,postmakerapp,221,86K,221,1
41202,elion_ang,206,86K,206,2.8
41203,gozambabar,1.5K,86K,1.53K,0.2
41204,youngleosia,134,86K,134,22.6
41205,ayobekasi,7.8K,86K,7.79K,0.4
41206,troy,878,86K,878,2.7
41207,franzi110394,290,86K,290,16.4
41208,anushaswamy,2K,86K,1.95K,5.5
41209,tooyoungtowed,583,86K,583,1
41210,moeelhady,490,86K,490,6.9
41211,glamtechstevent,667,86K,667,3.9
41212,foragerproject,1.2K,86K,1.22K,3.6
41213,anoopmenoninclusive,529,86K,529,2
41214,capoeiralegadonegro,3.3K,86K,3.31K,3.1
41215,publinewsguatemala,2K,86K,2.03K,0.1
41216,dbilique,3.6K,86K,3.60K,0.2
41217,pedro.abrunhosa,613,86K,613,2.3
41218,uiowa,1.6K,86K,1.61K,3.7
41219,arishfakhan1313,368,86K,368,0.4
41220,depressed_darth,6.2K,85.9K,6.15K,4.5
41221,studenteinansia,814,85.9K,814,8.6
41222,contamina_ba,1.2K,85.9K,1.15K,0.2
41223,dhora_india,2.3K,85.9K,2.26K,0.5
41224,craigstephensart,2.4K,85.9K,2.40K,4.4
41225,_adobeillustrator_,121,85.9K,121,3.7
41226,hosbjerg_,2.6K,85.9K,2.57K,0.7
41227,tati_lovelife,88,85.9K,1,0
41228,inlovemag,1.2K,85.9K,1.23K,0
41229,gemtechsuppressors,2.8K,85.9K,2.81K,1.1
41230,priya_naidu0422,804,85.9K,804,1.4
41231,eindraw,552,85.9K,552,3.5
41232,iyanaladuke,360,85.9K,360,0.4
41233,nafphotographystudio,2.6K,85.9K,2.65K,0.3
41234,nuts_about_wildlife,8K,85.9K,8.04K,1.5
41235,calvinmyanmareats,479,85.9K,479,1.3
41236,queenie_abelle,697,85.9K,697,2.3
41237,illustramanda,555,85.9K,555,5.3
41238,gobind_singh_007,522,85.9K,522,1.2
41239,editienl,9.3K,85.9K,9.25K,0.3
41240,coleccion_gomez,1.7K,85.9K,1.72K,5.1
41241,breshbandicoot,51,85.9K,51,22.2
41242,indianstockmarketguide,520,85.9K,520,4.7
41243,11yke,166,85.9K,166,3.9
41244,tempebarstool,2.7K,85.9K,2.66K,6.3
41245,kpopdancecover_id,3.6K,85.9K,3.63K,0.6
41246,drummondlacerda,2.6K,85.9K,2.64K,3.5
41247,0scarpettersson,203,85.9K,203,5.3
41248,ranchovalerico,1.5K,85.9K,1.49K,0.6
41249,iwouldtravelthere,3.6K,85.9K,3.64K,1.3
41250,dora_makrygianni,360,85.9K,360,17.3
41251,shikha_siri,610,85.9K,610,1.3
41252,auautomotives,1.4K,85.9K,1.41K,3
41253,feriapurodiseno,2.1K,85.9K,2.08K,0.2
41254,turistandoemminas,1.9K,85.9K,1.86K,3.2
41255,muptela_yayinlari,8.5K,85.9K,8.46K,0.2
41256,diogobataguas,59,85.9K,59,13.8
41257,delmospeed,2.1K,85.9K,2.12K,3
